Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
,03-09-2025,2.7,Other,2000,3000,2550
,03/13/2025,0.4,Other,2000,3000,2550
,03/14/2025,1.5,Other,2500,3000,2750
,03/15/2025,0.5,Other,2000,3000,2550
,03/16/2025,1.5,Other,2000,2500,2250
,03/19/2025,0.9,Other,2000,2500,2250
,03/21/2025,1.8,Other,2500,3500,3000
,03/23/2025,1.5,Other,2500,3500,3000
,03/24/2025,0.5,Other,2000,2500,2250
,03/26/2025,1,Other,2500,3500,3000
,03/27/2025,0.5,Other,2000,2500,2250
,03/29/2025,0.4,Other,2000,2500,2250
Solapur,03-01-2025,270,Other,80,200,130
,03-03-2025,710,Other,80,310,150
,03-04-2025,755,Other,80,200,160
,03-05-2025,1087,Other,80,200,120
,03-06-2025,660,Other,80,200,140
,03-07-2025,534,Other,80,200,140
,03-08-2025,1310,Other,80,200,160
,03-10-2025,567,Other,80,200,140
,03-11-2025,433,Other,80,200,120
,03-12-2025,703,Other,80,200,160
,03/13/2025,235,Other,80,160,100
,03/15/2025,400,Other,90,150,100
,03/17/2025,400,Other,80,160,120
,03/18/2025,455,Other,80,160,120
,03/20/2025,1140,Other,80,160,120
,03/21/2025,545,Other,80,160,120
,03/22/2025,530,Other,80,160,130
,03/24/2025,485,Other,200,400,300
,03/25/2025,390,Other,80,200,120
,03/26/2025,325,Other,80,200,120
,03/27/2025,875,Other,80,160,120
,03/28/2025,570,Other,80,150,110
,03/29/2025,505,Other,80,160,100
,03/28/2025,570,Other,80,150,110
,03/29/2025,505,Other,80,160,100
